"","Date","^GSPC","GOOG","BIDU","CHKP","ADP","SOHU","NATI","SA","EEQ","OII","TOT","OMN","KOP","LCI","VIVO","HALO","WST","WCG","ABT","PNC","MA","DB","IX","BAF","VLT","F","NKE","NAV","MAT","WWW","KS"
"58","2014-10-01",2018.050049,556.022705,238.770004,74.25,75.382912,48.59,29.042068,6.4,29.379919,64.939499,49.29314,7.03,39.164764,56.720001,16.078022,9.62,49.977394,67.870003,40.284752,79.868683,81.51136,30.297285,66.879639,11.808176,11.85234,12.02263,43.993652,35.369999,26.408739,26.202482,28.764099
"59","2014-11-01",2067.560059,538.867004,245.110001,77.309998,78.940971,50.610001,29.509598,7.26,30.099325,57.952988,45.7869,6.68,28.947006,49.130001,14.265558,8.78,50.844402,73.739998,41.353531,81.337448,85.082344,31.583857,61.958973,11.774799,11.630134,13.541539,46.984283,35.799999,26.816727,29.456074,27.931847
"60","2014-12-01",2058.899902,523.521423,227.970001,78.57,76.848557,53.18,28.630394,7.55,32.075626,54.557423,42.140739,8.14,25.98,42.880001,14.445382,9.65,52.046837,82.059998,41.82737,84.833817,83.980904,29.039736,58.719227,11.898311,11.486858,13.343538,45.498436,33.48,26.628492,28.451998,27.408186
"61","2015-01-01",1994.98999,531.594604,217.919998,77.169998,76.513992,56.139999,27.700296,9.22,31.000694,48.573833,42.998993,6.86,18.16,47.43,15.182569,14.28,48.204914,72.849998,41.585808,78.612862,79.955368,28.033693,54.023941,12.522365,11.515711,12.663448,43.904701,29.42,23.143984,27.231482,28.025356
"62","2015-02-01",2104.5,555.343933,203.75,83.489998,82.364029,52.619999,28.676437,7.77,31.289358,50.586906,44.768707,7.97,16.120001,62.400002,17.574606,15.07,53.60968,90.809998,44.243687,85.991699,88.020012,31.661243,66.419502,12.321434,11.867556,14.210212,46.222488,29.110001,22.644968,29.562845,32.331902
"63","2015-03-01",2067.889893,545.000854,208.399994,81.970001,79.397278,53.330002,29.687782,5.49,30.533979,50.282974,41.454674,8.53,19.68,67.709999,16.935532,14.28,58.988285,91.459999,43.272327,87.188622,84.367561,33.595936,66.053261,12.413445,11.816724,14.036279,48.028023,29.5,19.933731,32.358547,30.811943
"64","2015-04-01",2085.51001,537.340027,200.279999,83.480003,78.8311,66.449997,26.50033,6.34,30.987207,51.383179,45.799061,7.99,22.48,57.5,15.728383,14.87,52.198902,77.43,43.35638,85.776634,88.098129,31.051813,73.86747,12.522923,11.899138,13.740595,47.314747,29.959999,24.566038,29.782331,26.306734
"65","2015-05-01",2107.389893,532.109985,197.399994,84.720001,79.735611,63.68,27.714153,6.14,30.332548,47.364639,42.74297,7.51,25.82,55.630001,16.330223,17.35,53.146637,85.669998,45.624744,89.970474,90.265503,29.22353,75.487656,12.088281,11.815713,13.317093,48.669476,26.48,22.515959,28.473961,25.365524
"66","2015-06-01",2063.110107,520.51001,199.080002,79.550003,74.812164,59.09,27.480976,6.11,27.697124,43.66563,41.625504,7.49,24.719999,59.439999,16.725014,22.58,57.014343,84.830002,46.075363,89.932869,91.459137,29.853233,71.441963,12.052876,11.420224,13.176634,51.99234,22.629999,22.743549,27.601717,21.760706
"67","2015-07-01",2103.840088,625.609985,172.660004,80.769997,74.824104,48.130001,27.014566,4.04,26.606026,37.508022,42.2826,6.47,20.299999,59.599998,16.231522,23.34,58.771496,80.800003,47.586788,92.311653,95.29438,34.663803,71.470726,12.208029,11.260585,13.01862,55.457855,17.540001,20.547985,28.474043,22.115366
"68","2015-08-01",1972.180054,637.609985,147.25,79.610001,72.526016,47.330002,27.247772,6.4,23.626488,41.069508,39.803463,6.29,20.799999,47.950001,17.353817,17.459999,54.924236,90.669998,43.052895,86.129761,92.172836,29.75425,64.961182,11.974324,10.857575,12.300291,108.412857,17.84,20.742756,26.172428,20.196808
"69","2015-09-01",1920.030029,608.419983,137.410004,79.330002,75.377525,41.299999,26.095924,6.44,19.958715,37.084648,38.353722,5.54,20.17,41.52,15.5123,13.43,53.222916,86.18,37.940132,84.314911,88.321289,28.220016,62.248077,12.110922,11.086082,12.034243,59.188095,12.72,18.963717,21.015633,15.603621
"70","2015-10-01",2079.360107,710.809998,187.470001,84.940002,82.110954,50.52,28.612551,8.17,22.804003,39.671509,42.026657,7.18,18.959999,44.77,17.244959,15.65,59.015282,88.599998,42.260517,85.316872,97.014236,27.665712,70.839462,12.66715,11.237405,13.133908,63.388206,12.3,22.133343,18.084078,20.673882
"71","2015-11-01",2080.409912,742.599976,217.970001,87.290001,81.421898,50.25,29.485859,7.9,21.382391,41.295387,43.089737,7.52,22.83,36.959999,17.752966,17.799999,62.137215,82.480003,42.619759,90.795517,96.129349,25.428699,70.207832,12.544518,11.457326,12.837556,63.992912,14.51,22.385475,17.714018,23.069202
"72","2015-12-01",2043.939941,758.880005,189.039993,81.379997,79.968285,57.189999,27.109835,8.29,19.144613,35.641777,39.16853,6.13,18.25,40.119999,18.803453,17.33,59.348186,78.209999,42.610279,90.605377,95.579605,23.904364,68.254646,12.992605,10.7281,12.62255,60.471085,8.84,24.850344,16.272743,21.472319
"73","2016-01-01",1940.23999,742.950012,163.270004,78.809998,78.91423,50.389999,26.930294,6.17,14.960747,32.155499,39.180801,5.25,16.93,25.51,17.639694,8.8,56.391621,75.980003,35.9118,82.372849,87.401924,17.708035,69.323547,13.249441,10.570682,10.696467,60.288567,7.27,25.234488,16.524557,14.110002
"74","2016-02-01",1932.22998,697.77002,173.419998,83.07,80.43383,43.470001,27.261019,9.21,14.82144,26.237364,39.525578,5.24,17.540001,25.16,18.464405,8.13,61.251511,89.870003,36.98819,77.755371,85.501518,17.015156,63.357101,13.496978,10.700318,11.345922,59.880234,8.41,29.743587,18.498514,9.775805
"75","2016-03-01",2059.73999,744.950012,190.880005,87.470001,85.201523,49.540001,28.66371,10.96,15.940373,31.889818,40.153252,5.56,22.469999,17.93,19.090431,9.47,68.461052,92.75,39.938457,80.872849,92.957832,16.767698,69.372139,13.639498,11.326648,12.2438,59.763561,12.52,31.144697,18.000139,13.222159
"76","2016-04-01",2065.300049,693.01001,194.300003,82.870003,84.519348,44.93,26.245712,14.33,18.817635,35.161301,45.546108,7.15,25.129999,19.18,17.701025,10.55,70.317764,89.989998,37.140957,83.942513,95.407188,18.767151,68.631371,14.239278,11.851811,12.298218,57.45153,15.09,28.800972,18.579006,15.285396
"77","2016-05-01",2096.949951,735.719971,178.539993,84.970001,83.945938,41.77,27.197681,12.03,19.412622,31.717125,43.544769,6.89,25.309999,24.389999,18.043745,10.06,74.274681,101.419998,38.069096,86.348305,94.525345,17.61895,67.999916,13.933064,12.044261,12.369673,53.825481,11.25,29.532806,17.853495,14.669746
"78","2016-06-01",2098.860107,692.099976,165.149994,79.68,87.797272,37.860001,26.277092,14.68,20.433872,28.890184,43.167831,7.25,30.73,23.790001,18.25032,8.63,75.066109,107.279999,37.7617,78.313881,86.797722,13.590347,63.056801,14.680141,12.034766,11.526078,53.805984,11.69,29.34668,19.922184,12.514977
"79","2016-07-01",2173.600098,768.789978,159.600006,76.879997,85.528534,38.68,27.504639,13.24,20.522676,26.974489,43.792233,9.47,31.620001,31.219999,18.119291,9.94,79.418922,106.800003,42.987434,79.52626,93.874802,13.303297,69.233231,14.889667,12.426523,11.608602,54.256451,12.82,31.306873,24.086288,13.846197
"80","2016-08-01",2170.949951,767.049988,171.070007,76.739998,86.355453,42.540001,26.794966,10.55,20.211863,25.658663,43.473572,10,32.639999,33.860001,18.203524,9.8,81.07737,112.699997,40.613598,87.279388,95.450401,14.599974,70.959862,14.388929,13.015282,11.680271,56.348495,14.04,31.072401,23.515854,16.978075
"81","2016-09-01",2168.27002,777.289978,182.070007,77.610001,84.807381,44.25,27.433403,11.03,22.591818,26.874182,43.428055,8.44,32.18,26.57,18.241642,12.08,73.814781,117.089996,40.874557,87.269699,100.527657,12.956858,73.169968,14.439873,13.046643,11.188956,51.470306,22.889999,28.726429,22.65036,18.345242
"82","2016-10-01",2126.149902,784.539978,176.860001,84.559998,84.207909,37.43,27.133957,10.95,21.686012,23.249926,44.090927,7.6,32.75,21.9,15.55599,8.63,75.330704,113.510002,37.926647,92.607208,105.713577,14.243635,79.18,13.47324,12.852896,10.883043,49.1922,22.299999,29.912296,21.052975,17.683451
"83","2016-11-01",2198.810059,758.039978,166.949997,82.330002,92.874367,34.630001,28.466986,9.3,22.693621,26.034058,44.017044,9.6,38.349998,22.9,16.359793,11.81,80.547379,137.020004,37.029713,107.735123,101.142265,15.639294,79.419998,12.74936,12.718348,11.225112,49.084366,30.76,29.950243,22.216555,19.915815
